ZIP Code,ZIP3 Region,Town,Metro,Primary County,Total Population,Median Household Income
91709,917,Monterey Park,Los Angeles-Long Beach-Anaheim,Los Angeles,23371,63816
91761,917,Alhambra,Los Angeles-Long Beach-Anaheim,Los Angeles,17775,38895
91764,917,Monterey Park,Los Angeles-Long Beach-Anaheim,Los Angeles,31686,119874
91737,917,Alhambra,Los Angeles-Long Beach-Anaheim,Los Angeles,23338,104564
91708,917,Alhambra,Los Angeles-Long Beach-Anaheim,Los Angeles,17114,145352
92374,923,San Bernardino,Riverside-San Bernardino-Ontario,San Bernardino,8830,159845
92358,923,San Bernardino,Riverside-San Bernardino-Ontario,San Bernardino,47953,169542
92408,924,San Bernardino,Riverside-San Bernardino-Ontario,San Bernardino,59745,167078
92376,923,San Bernardino,Riverside-San Bernardino-Ontario,San Bernardino,81123,46367
92268,922,Oceanside,San Diego-Chula Vista-Carlsbad,San Diego,60536,43165
92040,920,San Diego,San Diego-Chula Vista-Carlsbad,San Diego,63281,140281
92109,921,San Diego,San Diego-Chula Vista-Carlsbad,San Diego,14650,163521
92116,921,San Diego,San Diego-Chula Vista-Carlsbad,San Diego,10132,56178
92117,921,San Diego,San Diego-Chula Vista-Carlsbad,San Diego,80230,73884
91910,919,San Dimas,Los Angeles-Long Beach-Anaheim,Los Angeles,17040,107093
92026,920,San Diego,San Diego-Chula Vista-Carlsbad,San Diego,50425,174082
91934,919,Pomona,Los Angeles-Long Beach-Anaheim,Los Angeles,59969,167527
92003,920,San Diego,San Diego-Chula Vista-Carlsbad,San Diego,13499,64992
92102,921,San Diego,San Diego-Chula Vista-Carlsbad,San Diego,56870,153372
92056,920,San Diego,San Diego-Chula Vista-Carlsbad,San Diego,54739,123848
92054,920,San Diego,San Diego-Chula Vista-Carlsbad,San Diego,52762,144049
92140,921,San Diego,San Diego-Chula Vista-Carlsbad,San Diego,41466,146873
92060,920,San Diego,San Diego-Chula Vista-Carlsbad,San Diego,33908,133120
92055,920,San Diego,San Diego-Chula Vista-Carlsbad,San Diego,62663,52598
94114,941,San Francisco,San Francisco-Oakland-Berkeley,San Francisco,11688,59439
94110,941,San Francisco,San Francisco-Oakland-Berkeley,San Francisco,13156,132687
95304,953,Stockton,Stockton,San Joaquin,73424,50723
95205,952,Stockton,Stockton,San Joaquin,16521,142691
95361,953,Tracy,Stockton,San Joaquin,55935,48486
93420,934,San Luis Obispo,San Luis Obispo-Paso Robles,San Luis Obispo,79196,116906
93428,934,San Luis Obispo,San Luis Obispo-Paso Robles,San Luis Obispo,14079,168015
94010,940,San Francisco,San Francisco-Oakland-Berkeley,San Francisco,20780,161403
94015,940,San Francisco,San Francisco-Oakland-Berkeley,San Francisco,14684,126780
94038,940,San Francisco,San Francisco-Oakland-Berkeley,San Francisco,15558,108024
94020,940,San Francisco,San Francisco-Oakland-Berkeley,San Francisco,56744,41882
93103,931,Santa Barbara,Santa Maria-Santa Barbara,Santa Barbara,4294,82294
93013,930,Ventura,Oxnard-Thousand Oaks-Ventura,Ventura,40999,124082
93460,934,San Luis Obispo,San Luis Obispo-Paso Robles,San Luis Obispo,1300,82554
94085,940,San Francisco,San Francisco-Oakland-Berkeley,San Francisco,74728,140063
95148,951,San Jose,San Jose-Sunnyvale-Santa Clara,Santa Clara,19095,43036
95127,951,San Jose,San Jose-Sunnyvale-Santa Clara,Santa Clara,70031,91395
95119,951,Morgan Hill,San Jose-Sunnyvale-Santa Clara,Santa Clara,55528,153920
95014,950,San Jose,San Jose-Sunnyvale-Santa Clara,Santa Clara,21131,132007
94043,940,San Francisco,San Francisco-Oakland-Berkeley,San Francisco,43017,57270
95129,951,San Jose,San Jose-Sunnyvale-Santa Clara,Santa Clara,20892,76264
95128,951,San Jose,San Jose-Sunnyvale-Santa Clara,Santa Clara,11193,106330
95117,951,Morgan Hill,San Jose-Sunnyvale-Santa Clara,Santa Clara,56076,162313
95007,950,San Jose,San Jose-Sunnyvale-Santa Clara,Santa Clara,54787,106609
96003,960,Redding,Redding,Shasta,67654,64836
96125,961,Reno Area,Non-Metro,Washoe,56849,64069
96124,961,Reno Area,Non-Metro,Washoe,78243,162567
96086,960,Chico,Redding,Shasta,6452,92807
96067,960,Chico,Redding,Shasta,79054,49360
95403,954,Santa Rosa,Santa Rosa-Petaluma,Sonoma,27294,114015
95409,954,Santa Rosa,Santa Rosa-Petaluma,Sonoma,18487,101982
95439,954,Petaluma,Santa Rosa-Petaluma,Sonoma,43507,66453
95431,954,Santa Rosa,Santa Rosa-Petaluma,Sonoma,65693,147893
95486,954,Santa Rosa,Santa Rosa-Petaluma,Sonoma,17432,134669
95326,953,Stockton,Stockton,San Joaquin,66070,127842
95354,953,Stockton,Stockton,San Joaquin,52544,46089
96035,960,Chico,Redding,Shasta,2956,155521
93261,932,Bakersfield,Bakersfield,Kern,41533,147534
93615,936,Fresno,Fresno,Fresno,84404,144495
93265,932,Bakersfield,Bakersfield,Kern,15596,141176
93673,936,Fresno,Fresno,Fresno,43068,80055
93221,932,Bakersfield,Bakersfield,Kern,47928,58102
93223,932,Bakersfield,Bakersfield,Kern,14375,98783
93258,932,Bakersfield,Bakersfield,Kern,77684,139975
93010,930,Oxnard,Oxnard-Thousand Oaks-Ventura,Ventura,52373,116336
93015,930,Ventura,Oxnard-Thousand Oaks-Ventura,Ventura,29541,122311
93033,930,Oxnard,Oxnard-Thousand Oaks-Ventura,Ventura,10511,168820
93030,930,Oxnard,Oxnard-Thousand Oaks-Ventura,Ventura,70047,168680
93064,930,Oxnard,Oxnard-Thousand Oaks-Ventura,Ventura,46293,127038
95606,956,Sacramento,Sacramento-Roseville-Folsom,Sacramento,31468,61949
95605,956,Sacramento,Sacramento-Roseville-Folsom,Sacramento,34050,86713
95925,959,Marysville,Yuba City,Yuba,79457,75073
94605,946,Oakland,San Francisco-Oakland-Berkeley,Alameda,23718,164529
94502,945,Berkeley,San Francisco-Oakland-Berkeley,Alameda,74389,152677
94709,947,Concord,San Francisco-Oakland-Berkeley,Contra Costa,82710,117873
94536,945,Oakland,San Francisco-Oakland-Berkeley,Alameda,58140,52900
94538,945,Berkeley,San Francisco-Oakland-Berkeley,Alameda,58461,114382
94541,945,Berkeley,San Francisco-Oakland-Berkeley,Alameda,78018,49725
94546,945,Berkeley,San Francisco-Oakland-Berkeley,Alameda,66997,54448
94505,945,Berkeley,San Francisco-Oakland-Berkeley,Alameda,61021,153466
95640,956,Sacramento,Sacramento-Roseville-Folsom,Sacramento,7956,131662
95629,956,Sacramento,Sacramento-Roseville-Folsom,Sacramento,10557,58670
95917,959,Yuba City,Yuba City,Yuba,61148,45753
95222,952,Stockton,Stockton,San Joaquin,75428,84345
95226,952,Stockton,Stockton,San Joaquin,79799,159683
94598,945,Oakland,San Francisco-Oakland-Berkeley,Alameda,8609,153101
94523,945,Oakland,San Francisco-Oakland-Berkeley,Alameda,45515,57106
94597,945,Oakland,San Francisco-Oakland-Berkeley,Alameda,5630,99944
95219,952,Stockton,Stockton,San Joaquin,58095,172381
94547,945,Oakland,San Francisco-Oakland-Berkeley,Alameda,48196,132740
94850,948,Antioch,San Francisco-Oakland-Berkeley,Contra Costa,51279,142156
93640,936,Fresno,Fresno,Fresno,78866,48727
93609,936,Fresno,Fresno,Fresno,9139,121426
93619,936,Fresno,Fresno,Fresno,73633,136335
93634,936,Fresno,Fresno,Fresno,33529,74419
93721,937,Madera,Fresno,Fresno,11182,72074
93675,936,Fresno,Fresno,Fresno,41162,137749
93641,936,Fresno,Fresno,Fresno,78493,57208
93633,936,Fresno,Fresno,Fresno,73759,133744
95963,959,Yuba City,Yuba City,Yuba,17250,172990
95951,959,Marysville,Yuba City,Yuba,55996,168297
95536,955,Arcata,Eureka-Arcata,Humboldt,2889,130052
95545,955,Arcata,Eureka-Arcata,Humboldt,24127,91149
95558,955,Arcata,Eureka-Arcata,Humboldt,64236,85333
92257,922,Escondido,San Diego-Chula Vista-Carlsbad,San Diego,18530,75617
92251,922,Escondido,San Diego-Chula Vista-Carlsbad,San Diego,39270,61513
92250,922,Escondido,San Diego-Chula Vista-Carlsbad,San Diego,44640,69353
92222,922,Oceanside,San Diego-Chula Vista-Carlsbad,San Diego,20718,77532
93549,935,Mojave,Bakersfield,Kern,82385,78395
93522,935,Ridgecrest,Bakersfield,Kern,6226,142704
93203,932,Bakersfield,Bakersfield,Kern,31633,151444
93523,935,Ridgecrest,Bakersfield,Kern,59341,96342
93505,935,Mojave,Bakersfield,Kern,41062,157949
93263,932,Bakersfield,Bakersfield,Kern,48713,150499
93287,932,Bakersfield,Bakersfield,Kern,37432,135105
95458,954,Petaluma,Santa Rosa-Petaluma,Sonoma,21741,87349
91208,912,Glendale,Los Angeles-Long Beach-Anaheim,Los Angeles,33268,48678
91405,914,Northridge,Los Angeles-Long Beach-Anaheim,Los Angeles,49155,61893
91406,914,Van Nuys,Los Angeles-Long Beach-Anaheim,Los Angeles,37863,56987
91754,917,Alhambra,Los Angeles-Long Beach-Anaheim,Los Angeles,36255,152786
91356,913,Van Nuys,Los Angeles-Long Beach-Anaheim,Los Angeles,57840,59042
93536,935,Mojave,Bakersfield,Kern,59630,126641
91303,913,Van Nuys,Los Angeles-Long Beach-Anaheim,Los Angeles,54881,48960
91505,915,Sun Valley,Los Angeles-Long Beach-Anaheim,Los Angeles,66299,133031
91301,913,Van Nuys,Los Angeles-Long Beach-Anaheim,Los Angeles,51115,56392
91362,913,Sherman Oaks,Los Angeles-Long Beach-Anaheim,Los Angeles,29930,42389
90265,902,Hawthorne,Los Angeles-Long Beach-Anaheim,Los Angeles,13487,122894
90221,902,Inglewood,Los Angeles-Long Beach-Anaheim,Los Angeles,18535,45040
90242,902,Hawthorne,Los Angeles-Long Beach-Anaheim,Los Angeles,62425,71383
91790,917,Monterey Park,Los Angeles-Long Beach-Anaheim,Los Angeles,59299,36376
91706,917,Alhambra,Los Angeles-Long Beach-Anaheim,Los Angeles,2990,102088
91767,917,Alhambra,Los Angeles-Long Beach-Anaheim,Los Angeles,20097,178865
91740,917,Monterey Park,Los Angeles-Long Beach-Anaheim,Los Angeles,15073,110524
90301,903,Inglewood,Los Angeles-Long Beach-Anaheim,Los Angeles,39972,66941
90504,905,Torrance,Los Angeles-Long Beach-Anaheim,Los Angeles,31752,145054
90814,908,Long Beach,Los Angeles-Long Beach-Anaheim,Los Angeles,8732,64060
91302,913,Sherman Oaks,Los Angeles-Long Beach-Anaheim,Los Angeles,78715,175523
90095,900,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles,83331,170102
90090,900,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles,19318,111355
90006,900,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles,705,127488
90065,900,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles,75298,144200
91205,912,Glendale,Los Angeles-Long Beach-Anaheim,Los Angeles,11721,172228
91203,912,La Canada,Los Angeles-Long Beach-Anaheim,Los Angeles,9370,172903
91343,913,Van Nuys,Los Angeles-Long Beach-Anaheim,Los Angeles,51677,158243
90037,900,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles,83818,136418
90712,907,Long Beach,Los Angeles-Long Beach-Anaheim,Los Angeles,33746,39257
90740,907,Long Beach,Los Angeles-Long Beach-Anaheim,Los Angeles,9355,125387
90034,900,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles,82846,62174
90094,900,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles,17986,46622
90071,900,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles,72067,123748
93544,935,Mojave,Bakersfield,Kern,61399,160444
91326,913,Van Nuys,Los Angeles-Long Beach-Anaheim,Los Angeles,18175,51541
90266,902,Hawthorne,Los Angeles-Long Beach-Anaheim,Los Angeles,5347,111924
91733,917,Alhambra,Los Angeles-Long Beach-Anaheim,Los Angeles,6241,87289
94901,949,San Rafael,San Francisco-Oakland-Berkeley,Marin,41865,116284
94925,949,Novato,San Francisco-Oakland-Berkeley,Marin,71676,159098
94960,949,Novato,San Francisco-Oakland-Berkeley,Marin,5299,85096
94937,949,Novato,San Francisco-Oakland-Berkeley,Marin,47289,47531
94930,949,Novato,San Francisco-Oakland-Berkeley,Marin,36311,67630
94971,949,Novato,San Francisco-Oakland-Berkeley,Marin,57772,139863
94972,949,Novato,San Francisco-Oakland-Berkeley,Marin,51178,123876
95585,955,Eureka,Eureka-Arcata,Humboldt,65538,165422
95420,954,Petaluma,Santa Rosa-Petaluma,Sonoma,68562,104919
93635,936,Fresno,Fresno,Fresno,56140,55690
95348,953,Tracy,Stockton,San Joaquin,79464,82305
95315,953,Tracy,Stockton,San Joaquin,42601,61895
96116,961,Reno Area,Non-Metro,Washoe,43481,112500
96107,961,Reno Area,Non-Metro,Washoe,58947,146703
93921,939,Salinas,Salinas,Monterey,58683,127155
93925,939,Monterey,Salinas,Monterey,6051,127421
93906,939,Monterey,Salinas,Monterey,36486,50036
95004,950,San Jose,San Jose-Sunnyvale-Santa Clara,Santa Clara,84060,141485
93924,939,Monterey,Salinas,Monterey,67751,76939
93451,934,San Luis Obispo,San Luis Obispo-Paso Robles,San Luis Obispo,19214,149864
92821,928,Victorville,Riverside-San Bernardino-Ontario,San Bernardino,17045,52624
90720,907,Long Beach,Los Angeles-Long Beach-Anaheim,Los Angeles,48515,129935
92845,928,Palm Springs,Riverside-San Bernardino-Ontario,San Bernardino,74849,43489
92807,928,Victorville,Riverside-San Bernardino-Ontario,San Bernardino,59472,132246
92835,928,Palm Springs,Riverside-San Bernardino-Ontario,San Bernardino,58688,55155
92701,927,Anaheim,Los Angeles-Long Beach-Anaheim,Orange,69897,131193
92663,926,Santa Ana,Los Angeles-Long Beach-Anaheim,Orange,41707,108056
92887,928,Victorville,Riverside-San Bernardino-Ontario,San Bernardino,15369,41793
92861,928,Victorville,Riverside-San Bernardino-Ontario,San Bernardino,65910,170723
92662,926,Santa Ana,Los Angeles-Long Beach-Anaheim,Orange,74119,65870
95722,957,Elk Grove,Sacramento-Roseville-Folsom,Sacramento,34616,151987
95663,956,Sacramento,Sacramento-Roseville-Folsom,Sacramento,80699,109862
95626,956,Sacramento,Sacramento-Roseville-Folsom,Sacramento,26737,67148
95934,959,Marysville,Yuba City,Yuba,10206,153500
95981,959,Marysville,Yuba City,Yuba,58841,58013
96129,961,Reno Area,Non-Metro,Washoe,46037,52023
92583,925,Riverside,Riverside-San Bernardino-Ontario,Riverside,39815,76289
92211,922,Escondido,San Diego-Chula Vista-Carlsbad,San Diego,47881,168367
92882,928,Victorville,Riverside-San Bernardino-Ontario,San Bernardino,16407,87685
92584,925,Riverside,Riverside-San Bernardino-Ontario,Riverside,31529,164504
92507,925,Riverside,Riverside-San Bernardino-Ontario,Riverside,47803,131707
95757,957,Elk Grove,Sacramento-Roseville-Folsom,Sacramento,72805,69018
95831,958,Sacramento,Sacramento-Roseville-Folsom,Sacramento,9117,116078
95823,958,Davis,Sacramento-Roseville-Folsom,Sacramento,63239,172807
95693,956,Sacramento,Sacramento-Roseville-Folsom,Sacramento,54165,54333
95827,958,Sacramento,Sacramento-Roseville-Folsom,Sacramento,42053,54441
95835,958,Davis,Sacramento-Roseville-Folsom,Sacramento,61557,170622
92310,923,San Bernardino,Riverside-San Bernardino-Ontario,San Bernardino,17321,179520
91784,917,Alhambra,Los Angeles-Long Beach-Anaheim,Los Angeles,17412,148408
92335,923,San Bernardino,Riverside-San Bernardino-Ontario,San Bernardino,16774,170817
92407,924,San Bernardino,Riverside-San Bernardino-Ontario,San Bernardino,40362,78163
92354,923,San Bernardino,Riverside-San Bernardino-Ontario,San Bernardino,42791,94105
92256,922,Oceanside,San Diego-Chula Vista-Carlsbad,San Diego,68512,109461
92120,921,San Diego,San Diego-Chula Vista-Carlsbad,San Diego,33347,86459
92130,921,San Diego,San Diego-Chula Vista-Carlsbad,San Diego,16906,114383
91911,919,San Dimas,Los Angeles-Long Beach-Anaheim,Los Angeles,66373,79206
92029,920,San Diego,San Diego-Chula Vista-Carlsbad,San Diego,22939,123504
91931,919,San Dimas,Los Angeles-Long Beach-Anaheim,Los Angeles,4218,56292
91962,919,San Dimas,Los Angeles-Long Beach-Anaheim,Los Angeles,84576,104377
91963,919,San Dimas,Los Angeles-Long Beach-Anaheim,Los Angeles,75491,144205
94107,941,San Francisco,San Francisco-Oakland-Berkeley,San Francisco,65778,178019
94133,941,San Francisco,San Francisco-Oakland-Berkeley,San Francisco,84636,114192
95376,953,Tracy,Stockton,San Joaquin,32596,141454
95207,952,Stockton,Stockton,San Joaquin,59946,54129
95204,952,Stockton,Stockton,San Joaquin,21219,150239
95385,953,Tracy,Stockton,San Joaquin,63971,156750
95202,952,Stockton,Stockton,San Joaquin,45089,72661
95234,952,Stockton,Stockton,San Joaquin,42353,125536
93422,934,San Luis Obispo,San Luis Obispo-Paso Robles,San Luis Obispo,17639,132134
93254,932,Bakersfield,Bakersfield,Kern,42327,98370
94061,940,San Francisco,San Francisco-Oakland-Berkeley,San Francisco,16559,105116
94027,940,San Francisco,San Francisco-Oakland-Berkeley,San Francisco,32995,71930
94080,940,San Francisco,San Francisco-Oakland-Berkeley,San Francisco,7132,111077
94066,940,San Francisco,San Francisco-Oakland-Berkeley,San Francisco,81158,144611
94044,940,San Francisco,San Francisco-Oakland-Berkeley,San Francisco,21432,120835
94014,940,San Francisco,San Francisco-Oakland-Berkeley,San Francisco,25381,76770
93436,934,San Luis Obispo,San Luis Obispo-Paso Robles,San Luis Obispo,67966,157372
93108,931,Santa Barbara,Santa Maria-Santa Barbara,Santa Barbara,40941,165382
93437,934,San Luis Obispo,San Luis Obispo-Paso Robles,San Luis Obispo,12302,138086
95037,950,San Jose,San Jose-Sunnyvale-Santa Clara,Santa Clara,32052,91398
95008,950,San Jose,San Jose-Sunnyvale-Santa Clara,Santa Clara,6877,48248
95134,951,Morgan Hill,San Jose-Sunnyvale-Santa Clara,Santa Clara,65366,158361
95139,951,Morgan Hill,San Jose-Sunnyvale-Santa Clara,Santa Clara,70845,37143
95065,950,San Jose,San Jose-Sunnyvale-Santa Clara,Santa Clara,56982,70110
96040,960,Chico,Redding,Shasta,48443,140710
96013,960,Chico,Redding,Shasta,6430,140010
96073,960,Redding,Redding,Shasta,75247,86027
96084,960,Chico,Redding,Shasta,73012,110655
96028,960,Redding,Redding,Shasta,51139,167187
95944,959,Yuba City,Yuba City,Yuba,72570,108327
96058,960,Redding,Redding,Shasta,17364,60344
96034,960,Chico,Redding,Shasta,49415,123889
96064,960,Chico,Redding,Shasta,19409,87181
96023,960,Chico,Redding,Shasta,66046,45552
96044,960,Redding,Redding,Shasta,5600,70923
96085,960,Chico,Redding,Shasta,62594,171139
95625,956,Sacramento,Sacramento-Roseville-Folsom,Sacramento,20021,170136
95492,954,Santa Rosa,Santa Rosa-Petaluma,Sonoma,43487,118500
94928,949,San Rafael,San Francisco-Oakland-Berkeley,Marin,52005,113442
95452,954,Petaluma,Santa Rosa-Petaluma,Sonoma,66994,168618
95363,953,Tracy,Stockton,San Joaquin,74283,113588
95307,953,Tracy,Stockton,San Joaquin,2680,131562
95355,953,Tracy,Stockton,San Joaquin,14866,144193
95368,953,Tracy,Stockton,San Joaquin,82978,41985
95991,959,Yuba City,Yuba City,Yuba,35303,94649
95993,959,Marysville,Yuba City,Yuba,76983,160946
96090,960,Redding,Redding,Shasta,69212,134664
93277,932,Bakersfield,Bakersfield,Kern,32245,43276
93292,932,Bakersfield,Bakersfield,Kern,25506,39964
93286,932,Bakersfield,Bakersfield,Kern,41616,144780
93218,932,Bakersfield,Bakersfield,Kern,54627,88448
93260,932,Bakersfield,Bakersfield,Kern,66274,158628
93272,932,Bakersfield,Bakersfield,Kern,18598,170969
93666,936,Fresno,Fresno,Fresno,74016,120209
95364,953,Tracy,Stockton,San Joaquin,69375,133782
93040,930,Ventura,Oxnard-Thousand Oaks-Ventura,Ventura,23199,155498
93060,930,Ventura,Oxnard-Thousand Oaks-Ventura,Ventura,72101,127874
93065,930,Ventura,Oxnard-Thousand Oaks-Ventura,Ventura,80463,161924
91377,913,Van Nuys,Los Angeles-Long Beach-Anaheim,Los Angeles,32811,108139
95697,956,Sacramento,Sacramento-Roseville-Folsom,Sacramento,29973,113017
94704,947,Concord,San Francisco-Oakland-Berkeley,Contra Costa,27668,163189
94552,945,Berkeley,San Francisco-Oakland-Berkeley,Alameda,63388,126436
94578,945,Berkeley,San Francisco-Oakland-Berkeley,Alameda,38221,66948
94566,945,Berkeley,San Francisco-Oakland-Berkeley,Alameda,52212,125474
94586,945,Oakland,San Francisco-Oakland-Berkeley,Alameda,38570,46027
94603,946,Hayward,San Francisco-Oakland-Berkeley,Alameda,10858,125797
94612,946,Hayward,San Francisco-Oakland-Berkeley,Alameda,34112,160587
94706,947,Richmond,San Francisco-Oakland-Berkeley,Contra Costa,26985,176184
95642,956,Sacramento,Sacramento-Roseville-Folsom,Sacramento,74164,106203
95938,959,Marysville,Yuba City,Yuba,14816,97726
95930,959,Marysville,Yuba City,Yuba,7153,174209
95247,952,Stockton,Stockton,San Joaquin,84116,96036
95225,952,Stockton,Stockton,San Joaquin,13633,143344
95230,952,Stockton,Stockton,San Joaquin,62418,61357
95912,959,Marysville,Yuba City,Yuba,1179,179271
94564,945,Oakland,San Francisco-Oakland-Berkeley,Alameda,53834,159701
94516,945,Berkeley,San Francisco-Oakland-Berkeley,Alameda,26643,110299
95531,955,Arcata,Eureka-Arcata,Humboldt,37909,50509
95684,956,Sacramento,Sacramento-Roseville-Folsom,Sacramento,75752,95875
95633,956,Sacramento,Sacramento-Roseville-Folsom,Sacramento,23446,144546
95651,956,Sacramento,Sacramento-Roseville-Folsom,Sacramento,5263,139069
96155,961,Reno Area,Non-Metro,Washoe,24920,110882
93662,936,Fresno,Fresno,Fresno,1714,113221
93621,936,Fresno,Fresno,Fresno,44414,109596
93654,936,Fresno,Fresno,Fresno,84558,177422
93710,937,Madera,Fresno,Fresno,18089,167176
93727,937,Madera,Fresno,Fresno,36261,85544
93730,937,Fresno,Fresno,Fresno,43843,77596
95988,959,Yuba City,Yuba City,Yuba,34220,83810
95555,955,Eureka,Eureka-Arcata,Humboldt,44685,112338
95519,955,Eureka,Eureka-Arcata,Humboldt,23502,141296
95542,955,Arcata,Eureka-Arcata,Humboldt,68038,120964
95553,955,Eureka,Eureka-Arcata,Humboldt,53038,60004
95565,955,Eureka,Eureka-Arcata,Humboldt,18930,160161
92231,922,Oceanside,San Diego-Chula Vista-Carlsbad,San Diego,33012,36790
92389,923,San Bernardino,Riverside-San Bernardino-Ontario,San Bernardino,50775,96740
89019,890,Unknown,Non-Metro,Unknown,35495,121409
89060,890,Unknown,Non-Metro,Unknown,76844,37997
93306,933,Bakersfield,Bakersfield,Kern,47627,96945
93312,933,Bakersfield,Bakersfield,Kern,15995,157000
93285,932,Bakersfield,Bakersfield,Kern,21434,141277
93250,932,Bakersfield,Bakersfield,Kern,15889,112342
93238,932,Bakersfield,Bakersfield,Kern,81060,92894
93225,932,Bakersfield,Bakersfield,Kern,18007,160352
93222,932,Bakersfield,Bakersfield,Kern,60134,132943
93212,932,Bakersfield,Bakersfield,Kern,72489,158424
93204,932,Bakersfield,Bakersfield,Kern,32935,56461
95426,954,Petaluma,Santa Rosa-Petaluma,Sonoma,69728,129839
96009,960,Redding,Redding,Shasta,74446,64414
96117,961,Reno Area,Non-Metro,Washoe,72281,167510
96006,960,Redding,Redding,Shasta,75565,175682
91501,915,Burbank,Los Angeles-Long Beach-Anaheim,Los Angeles,22066,121014
91335,913,Sherman Oaks,Los Angeles-Long Beach-Anaheim,Los Angeles,15735,88844
91801,918,Azusa,Los Angeles-Long Beach-Anaheim,Los Angeles,12419,168791
91803,918,Azusa,Los Angeles-Long Beach-Anaheim,Los Angeles,7792,153864
91201,912,Glendale,Los Angeles-Long Beach-Anaheim,Los Angeles,67772,143901
91502,915,Sun Valley,Los Angeles-Long Beach-Anaheim,Los Angeles,74412,50135
91401,914,Northridge,Los Angeles-Long Beach-Anaheim,Los Angeles,40892,40706
91316,913,Sherman Oaks,Los Angeles-Long Beach-Anaheim,Los Angeles,33852,35790
91506,915,Burbank,Los Angeles-Long Beach-Anaheim,Los Angeles,76300,54144
90502,905,Torrance,Los Angeles-Long Beach-Anaheim,Los Angeles,56034,125316
90262,902,Inglewood,Los Angeles-Long Beach-Anaheim,Los Angeles,71431,50795
90703,907,Long Beach,Los Angeles-Long Beach-Anaheim,Los Angeles,62375,43319
91744,917,Monterey Park,Los Angeles-Long Beach-Anaheim,Los Angeles,54091,82181
90304,903,Inglewood,Los Angeles-Long Beach-Anaheim,Los Angeles,84585,145195
90802,908,Long Beach,Los Angeles-Long Beach-Anaheim,Los Angeles,50632,152581
90815,908,Long Beach,Los Angeles-Long Beach-Anaheim,Los Angeles,49736,56037
91010,910,Pasadena,Los Angeles-Long Beach-Anaheim,Los Angeles,46082,66098
90302,903,Inglewood,Los Angeles-Long Beach-Anaheim,Los Angeles,70919,138037
90012,900,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles,29688,35910
90014,900,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles,39607,156373
91321,913,Sherman Oaks,Los Angeles-Long Beach-Anaheim,Los Angeles,70221,134425
90280,902,Inglewood,Los Angeles-Long Beach-Anaheim,Los Angeles,32941,155750
91104,911,San Marino,Los Angeles-Long Beach-Anaheim,Los Angeles,20832,107259
91105,911,Pasadena,Los Angeles-Long Beach-Anaheim,Los Angeles,15290,43445
91214,912,La Canada,Los Angeles-Long Beach-Anaheim,Los Angeles,81099,39101
91202,912,Glendale,Los Angeles-Long Beach-Anaheim,Los Angeles,27511,52639
91304,913,Van Nuys,Los Angeles-Long Beach-Anaheim,Los Angeles,78349,43801
90042,900,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles,78852,47760
90041,900,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles,6298,140451
90291,902,Hawthorne,Los Angeles-Long Beach-Anaheim,Los Angeles,31215,176494
90064,900,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles,7898,71735
90067,900,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles,31192,118598
90018,900,Los Angeles,Los Angeles-Long Beach-Anaheim,Los Angeles,31551,114105
91345,913,Van Nuys,Los Angeles-Long Beach-Anaheim,Los Angeles,68821,92945
90245,902,Hawthorne,Los Angeles-Long Beach-Anaheim,Los Angeles,39887,107129
90255,902,Inglewood,Los Angeles-Long Beach-Anaheim,Los Angeles,73470,80910
90270,902,Hawthorne,Los Angeles-Long Beach-Anaheim,Los Angeles,73356,164924
90630,906,Whittier,Los Angeles-Long Beach-Anaheim,Los Angeles,45643,134917
91608,916,North Hollywood,Los Angeles-Long Beach-Anaheim,Los Angeles,55068,142022
90623,906,Whittier,Los Angeles-Long Beach-Anaheim,Los Angeles,39806,133686
93636,936,Fresno,Fresno,Fresno,71007,159130
93604,936,Fresno,Fresno,Fresno,30036,113836
93653,936,Fresno,Fresno,Fresno,61189,50105
93623,936,Fresno,Fresno,Fresno,55092,173934
94957,949,San Rafael,San Francisco-Oakland-Berkeley,Marin,51410,98663
94929,949,Novato,San Francisco-Oakland-Berkeley,Marin,27151,121576
94924,949,San Rafael,San Francisco-Oakland-Berkeley,Marin,59454,132275
94950,949,San Rafael,San Francisco-Oakland-Berkeley,Marin,70706,84933
95311,953,Stockton,Stockton,San Joaquin,35687,133872
95490,954,Santa Rosa,Santa Rosa-Petaluma,Sonoma,10039,84325
95482,954,Santa Rosa,Santa Rosa-Petaluma,Sonoma,63335,89759
95488,954,Petaluma,Santa Rosa-Petaluma,Sonoma,40239,39019
95410,954,Santa Rosa,Santa Rosa-Petaluma,Sonoma,25406,65753
